Category,5,4,3,2,1
Progress, "Excellent progress. Optimal use of lab time. The team was fully focused on getting the assignment done, and fully engaged.", "Good progress. Good use of lab time. The team was focused on getting the assignment done, and engaged.", "Moderate progress. Used some of the lab time well. There was some focus on getting the assignment done, but the team was occasionnally distracted.",  "Insufficient progress. Poor use of lab time. The team was generally distracted, and did not focus much on the assignment.", "Minimal progress. The team did barely use lab time to make progress on the assignment, and was often distracted."
